ledger_id,invoice_id,ledger_date,ledger_amount,customer_name,payment_mode,bank_reference,bank_date,bank_amount,amount_score,date_score,reference_score,reference_applicable,party_score,transaction_type_score,narration_score,base_score,ambiguity_penalty,confidence,status,score_explanation,reason
LED0065,INV-2026-0065,2026-07-01,30690.0,Lenskart Retail,upi, HDFC62394154,2026-07-01,2227.2,0.0,25.0,,False,0.0,10.0,2.0,37.0,0.0,37.0,REVIEW,"Amount mismatch. Exact date match. Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 37.00%, below the 80% auto-match threshold.",Amount mismatch. Exact date. Reference n/a (ledger). Manual review recommended.
LED0066,INV-2026-0066,2026-07-02,76560.0,Groww Invest Tech,card,AXIS59176469,2026-07-01,68475.0,0.0,22.5,,False,0.0,6.0,2.0,30.5,9.0,21.5,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type partially compatible (score: 6.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 30.50%, Second: 30.00% (margin: 0.50% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0067,INV-2026-0067,2026-07-02,4027.8,Furlenco Rentals,upi, HDFC62394154,2026-07-01,2227.2,0.0,22.5,,False,0.0,10.0,2.0,34.5,1.0,33.5,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 34.50%, Second: 30.00% (margin: 4.50% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0068,INV-2026-0068,2026-07-02,13993.2,Apollo 24x7,upi, HDFC62394154,2026-07-01,2227.2,0.0,22.5,,False,0.0,10.0,2.0,34.5,1.0,33.5,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 34.50%, Second: 30.00% (margin: 4.50% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0069,INV-2026-0069,2026-07-02,34417.5,Myntra India,upi, HDFC62394154,2026-07-01,2227.2,0.0,22.5,,False,0.0,10.0,2.0,34.5,5.5,29.0,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 34.50%, Second: 32.25% (margin: 2.25% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0070,INV-2026-0070,2026-07-02,94500.0,RazorpayX Services,card,AXIS59176469,2026-07-01,68475.0,0.0,22.5,,False,0.0,6.0,2.0,30.5,9.0,21.5,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type partially compatible (score: 6.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 30.50%, Second: 30.00% (margin: 0.50% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0071,INV-2026-0071,2026-07-06,4669.0,Zepto Commerce Pvt Ltd,card,ICICI24355028,2026-07-02,4497.6,20.25,18.75,,False,0.0,3.0,2.0,44.0,0.0,44.0,REVIEW,"Partial amount match (score: 20.25/45). Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 44.00%, below the 80% auto-match threshold.",Partial amount match. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0072,INV-2026-0072,2026-07-06,14220.0,Tata Cliq Digital,upi, HDFC62394154,2026-07-01,2227.2,0.0,13.75,,False,0.0,10.0,2.0,25.75,6.0,19.75,REVIEW,"Amount mismatch. Date within tolerance (score: 13.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 25.75%, Second: 23.75% (margin: 2.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0073,INV-2026-0073,2026-07-06,36085.0,Boat Labs,card,SBIN86588639,2026-08-11,35952.0,38.25,0.0,,False,0.0,0.0,2.0,40.25,0.0,40.25,REVIEW,"Amount is close (score: 38.25/45). Date mismatch or out of range. Customer name not found in bank narration. Transaction type mismatch. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 40.25%, below the 80% auto-match threshold.",Amount is close. Date mismatch. Reference n/a (ledger). Manual review recommended.
LED0076,INV-2026-0076,2026-07-04,15609.0,EaseMyTrip Travel,upi, HDFC62394154,2026-07-01,2227.2,0.0,18.75,,False,0.0,10.0,2.0,30.75,3.5,27.25,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 30.75%, Second: 27.50% (margin: 3.25% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0077,INV-2026-0077,2026-07-04,35812.5,IKEA Retail India,netbanking,SBIN86588639,2026-08-11,35952.0,38.25,0.0,,False,0.0,0.0,2.0,40.25,0.0,40.25,REVIEW,"Amount is close (score: 38.25/45). Date mismatch or out of range. Customer name not found in bank narration. Transaction type mismatch. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 40.25%, below the 80% auto-match threshold.",Amount is close. Date mismatch. Reference n/a (ledger). Manual review recommended.
LED0078,INV-2026-0078,2026-07-04,123625.0,Flipkart Internet Pvt Ltd,wallet,ICICI24355028,2026-07-02,4497.6,0.0,22.5,,False,0.0,3.0,2.0,27.5,6.5,21.0,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 27.50%, Second: 25.75% (margin: 1.75% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0079,INV-2026-0079,2026-07-04,6282.0,BookMyShow Pvt Ltd,upi, HDFC62394154,2026-07-01,2227.2,0.0,18.75,,False,0.0,10.0,2.0,30.75,3.5,27.25,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 30.75%, Second: 27.50% (margin: 3.25% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0080,INV-2026-0080,2026-07-04,17406.0,Decathlon Sports India,upi, HDFC62394154,2026-07-01,2227.2,0.0,18.75,,False,0.0,10.0,2.0,30.75,3.5,27.25,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 30.75%, Second: 27.50% (margin: 3.25% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0081,INV-2026-0081,2026-07-07,41800.0,Big Basket India,card,NTRF778821,2026-07-09,80956.97,0.0,18.75,,False,0.0,6.0,2.0,26.75,4.0,22.75,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type partially compatible (score: 6.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 26.75%, Second: 23.75% (margin: 3.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0082,INV-2026-0082,2026-07-07,156150.0,Lenskart Solutions,card,NTRF778821,2026-07-09,80956.97,0.0,18.75,,False,0.0,6.0,2.0,26.75,4.0,22.75,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type partially compatible (score: 6.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 26.75%, Second: 23.75% (margin: 3.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0083,INV-2026-0083,2026-07-07,6968.0,PB Fintech,wallet,SBIN64864856,2026-06-23,6975.0,38.25,1.25,,False,0.0,0.0,2.0,41.5,0.0,41.5,REVIEW,"Amount is close (score: 38.25/45). Date within tolerance (score: 1.25/25). Customer name not found in bank narration. Transaction type mismatch. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 41.50%, below the 80% auto-match threshold.",Amount is close. Date is distant. Reference n/a (ledger). Manual review recommended.
LED0084,INV-2026-0084,2026-07-07,21040.5,Furlenco Furniture,upi,INDB91319678,2026-07-10,72225.0,0.0,13.75,,False,0.0,10.0,2.0,25.75,6.0,19.75,REVIEW,"Amount mismatch. Date within tolerance (score: 13.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 25.75%, Second: 23.75% (margin: 2.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0085,INV-2026-0085,2026-07-07,45135.0,PharmEasy Labs,upi,HDFC31114884,2026-08-15,44688.0,38.25,0.0,,False,0.0,10.0,2.0,50.25,0.0,50.25,REVIEW,"Amount is close (score: 38.25/45). Date mismatch or out of range. Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 50.25%, below the 80% auto-match threshold.",Amount is close. Date mismatch. Reference n/a (ledger). Manual review recommended.
LED0086,INV-2026-0086,2026-07-07,1266.25,Myntra Designs Pvt Ltd,netbanking,NTRF778821,2026-07-09,80956.97,0.0,18.75,,False,0.0,10.0,2.0,30.75,0.0,30.75,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 30.75%, below the 80% auto-match threshold.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0087,INV-2026-0087,2026-07-07,7106.4,Nykaa Retail,netbanking,SBIN64864856,2026-06-23,6975.0,31.5,1.25,,False,0.0,0.0,2.0,34.75,2.0,32.75,REVIEW,"Amount is close (score: 31.5/45). Date within tolerance (score: 1.25/25). Customer name not found in bank narration. Transaction type mismatch. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 34.75%, Second: 30.75% (margin: 4.00% < 5% threshold). Human review required to resolve ambiguity.",Amount is close. Date is distant. Reference n/a (ledger). Manual review recommended.
LED0088,INV-2026-0088,2026-07-07,21987.0,Zepto Marketplace,card,NTRF778821,2026-07-09,80956.97,0.0,18.75,,False,0.0,6.0,2.0,26.75,4.0,22.75,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type partially compatible (score: 6.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 26.75%, Second: 23.75% (margin: 3.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0089,INV-2026-0089,2026-07-07,47850.0,CRED Financial,netbanking,NTRF778821,2026-07-09,80956.97,0.0,18.75,,False,0.0,10.0,2.0,30.75,0.0,30.75,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 30.75%, below the 80% auto-match threshold.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0090,INV-2026-0090,2026-07-07,1834.2,Boat Lifestyle Pvt Ltd,upi,INDB91319678,2026-07-10,72225.0,0.0,13.75,,False,0.0,10.0,2.0,25.75,6.0,19.75,REVIEW,"Amount mismatch. Date within tolerance (score: 13.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 25.75%, Second: 23.75% (margin: 2.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0091,INV-2026-0091,2026-07-08,9146.0,Firstcry India,emi,NTRF778821,2026-07-09,80956.97,0.0,22.5,,False,0.0,5.0,2.0,29.5,6.0,23.5,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type partially compatible (score: 5.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 29.50%, Second: 27.50% (margin: 2.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0092,INV-2026-0092,2026-07-08,21982.5,PhonePe Internet Pvt Ltd,upi,INDB91319678,2026-07-10,72225.0,0.0,18.75,,False,0.0,10.0,2.0,30.75,3.5,27.25,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 30.75%, Second: 27.50% (margin: 3.25% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0093,INV-2026-0093,2026-07-08,52250.0,Acko Tech,upi,INDB91319678,2026-07-10,72225.0,0.0,18.75,,False,0.0,10.0,2.0,30.75,3.5,27.25,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 30.75%, Second: 27.50% (margin: 3.25% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0094,INV-2026-0094,2026-07-08,2178.0,IKEA India Online,card, HDFC62394154,2026-07-01,2227.2,20.25,8.75,,False,0.0,0.0,2.0,31.0,9.0,22.0,REVIEW,"Partial amount match (score: 20.25/45). Date within tolerance (score: 8.75/25). Customer name not found in bank narration. Transaction type mismatch. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 31.00%, Second: 30.50% (margin: 0.50% < 5% threshold). Human review required to resolve ambiguity.",Partial amount match. Date is distant. Reference n/a (ledger). Manual review recommended.
LED0095,INV-2026-0095,2026-07-08,9476.0,Swiggy India,upi,INDB91319678,2026-07-10,72225.0,0.0,18.75,,False,0.0,10.0,2.0,30.75,3.5,27.25,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 30.75%, Second: 27.50% (margin: 3.25% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0096,INV-2026-0096,2026-07-10,25632.0,Urban Co Services,card,NTRF778821,2026-07-09,80956.97,0.0,22.5,,False,0.0,6.0,2.0,30.5,4.0,26.5,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type partially compatible (score: 6.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 30.50%, Second: 27.50% (margin: 3.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0097,INV-2026-0097,2026-07-10,58500.0,Blinkit Retail,wallet,NTRF778821,2026-07-09,80956.97,0.0,22.5,,False,0.0,5.0,2.0,29.5,6.0,23.5,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type partially compatible (score: 5.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 29.50%, Second: 27.50% (margin: 2.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0098,INV-2026-0098,2026-07-10,2829.75,BigBasket Online,netbanking,NTRF778821,2026-07-09,80956.97,0.0,22.5,,False,0.0,10.0,2.0,34.5,0.0,34.5,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 34.50%, below the 80% auto-match threshold.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0099,INV-2026-0099,2026-07-10,10804.5,Meesho Technologies,upi,INDB91319678,2026-07-10,72225.0,0.0,25.0,,False,0.0,10.0,2.0,37.0,0.0,37.0,REVIEW,"Amount mismatch. Exact date match. Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 37.00%, below the 80% auto-match threshold.",Amount mismatch. Exact date. Reference n/a (ledger). Manual review recommended.
LED0100,INV-2026-0100,2026-07-10,23575.0,PolicyBazaar Insurance Web,upi,AXIS59066016,2026-08-07,23725.0,38.25,0.0,,False,0.0,3.0,2.0,43.25,0.0,43.25,REVIEW,"Amount is close (score: 38.25/45). Date mismatch or out of range. Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 43.25%, below the 80% auto-match threshold.",Amount is close. Date mismatch. Reference n/a (ledger). Manual review recommended.
LED0101,INV-2026-0101,2026-07-10,70005.0,Freshworks Technologies,card,INDB91319678,2026-07-10,72225.0,20.25,25.0,,False,0.0,0.0,2.0,47.25,0.0,47.25,REVIEW,"Partial amount match (score: 20.25/45). Exact date match. Customer name not found in bank narration. Transaction type mismatch. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 47.25%, below the 80% auto-match threshold.",Partial amount match. Exact date. Reference n/a (ledger). Manual review recommended.
LED0102,INV-2026-0102,2026-07-10,3088.0,PharmEasy Healthcare,wallet,NTRF778821,2026-07-09,80956.97,0.0,22.5,,False,0.0,5.0,2.0,29.5,6.0,23.5,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type partially compatible (score: 5.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 29.50%, Second: 27.50% (margin: 2.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0103,INV-2026-0103,2026-07-10,11304.5,Zomato Pvt Ltd,netbanking,NTRF778821,2026-07-09,80956.97,0.0,22.5,,False,0.0,10.0,2.0,34.5,5.5,29.0,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 34.50%, Second: 32.25% (margin: 2.25% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0104,INV-2026-0104,2026-07-10,27582.5,Nykaa E-Retail Pvt Ltd,netbanking,YESB36210646,2026-07-29,27660.0,38.25,0.0,,False,0.0,3.0,2.0,43.25,0.0,43.25,REVIEW,"Amount is close (score: 38.25/45). Date mismatch or out of range. Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 43.25%, below the 80% auto-match threshold.",Amount is close. Date mismatch. Reference n/a (ledger). Manual review recommended.
LED0105,INV-2026-0105,2026-07-10,70350.0,M M T India,card,INDB91319678,2026-07-10,72225.0,20.25,25.0,,False,0.0,0.0,2.0,47.25,0.0,47.25,REVIEW,"Partial amount match (score: 20.25/45). Exact date match. Customer name not found in bank narration. Transaction type mismatch. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 47.25%, below the 80% auto-match threshold.",Partial amount match. Exact date. Reference n/a (ledger). Manual review recommended.
LED0106,INV-2026-0106,2026-07-13,3648.75,CRED Technologies,wallet,NTRF778821,2026-07-09,80956.97,0.0,18.75,,False,0.0,5.0,2.0,25.75,7.5,18.25,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type partially compatible (score: 5.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 25.75%, Second: 24.50% (margin: 1.25% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0107,INV-2026-0107,2026-07-13,13162.5,Cult Fit Fitness,wallet,NTRF778821,2026-07-09,80956.97,0.0,18.75,,False,0.0,5.0,2.0,25.75,7.5,18.25,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type partially compatible (score: 5.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 25.75%, Second: 24.50% (margin: 1.25% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0108,INV-2026-0108,2026-07-13,31050.0,FirstCry Retail,card,NTRF778821,2026-07-09,80956.97,0.0,18.75,,False,0.0,6.0,2.0,26.75,5.5,21.25,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type partially compatible (score: 6.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 26.75%, Second: 24.50% (margin: 2.25% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0109,INV-2026-0109,2026-07-13,84720.0,Groww Financial,upi,NTRF778821,2026-07-09,80956.97,20.25,18.75,,False,0.0,0.0,2.0,41.0,1.0,40.0,REVIEW,"Partial amount match (score: 20.25/45). Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type mismatch. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 41.00%, Second: 36.50% (margin: 4.50% < 5% threshold). Human review required to resolve ambiguity.",Partial amount match. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0110,INV-2026-0110,2026-07-13,4065.6,Acko General Insurance,card,NTRF778821,2026-07-09,80956.97,0.0,18.75,,False,0.0,6.0,2.0,26.75,5.5,21.25,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type partially compatible (score: 6.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 26.75%, Second: 24.50% (margin: 2.25% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0111,INV-2026-0111,2026-07-14,14779.8,Apollo HealthTech,upi,INDB91319678,2026-07-10,72225.0,0.0,18.75,,False,0.0,10.0,2.0,30.75,0.0,30.75,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 30.75%, below the 80% auto-match threshold.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0113,INV-2026-0113,2026-07-14,89640.0,Urban Company Pvt Ltd,upi,INDB91319678,2026-07-10,72225.0,0.0,18.75,,False,0.0,10.0,2.0,30.75,0.0,30.75,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 30.75%, below the 80% auto-match threshold.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0115,INV-2026-0115,2026-07-14,15555.0,Tata Unistore,upi,INDB91319678,2026-07-10,72225.0,0.0,18.75,,False,0.0,10.0,2.0,30.75,0.0,30.75,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 30.75%, below the 80% auto-match threshold.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0116,INV-2026-0116,2026-07-15,33600.0,Meesho Online Services,card,ICICI28957550,2026-07-17,1108.75,0.0,18.75,,False,0.0,6.0,2.0,26.75,4.0,22.75,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type partially compatible (score: 6.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 26.75%, Second: 23.75% (margin: 3.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0117,INV-2026-0117,2026-07-15,98700.0,Pepperfry Online Services,card,ICICI28957550,2026-07-17,1108.75,0.0,18.75,,False,0.0,6.0,2.0,26.75,4.0,22.75,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type partially compatible (score: 6.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 26.75%, Second: 23.75% (margin: 3.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0118,INV-2026-0118,2026-07-15,5649.0,Freshworks India,upi,INDB91319678,2026-07-10,72225.0,0.0,13.75,,False,0.0,10.0,2.0,25.75,6.0,19.75,REVIEW,"Amount mismatch. Date within tolerance (score: 13.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 25.75%, Second: 23.75% (margin: 2.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0119,INV-2026-0119,2026-07-15,16747.5,EaseMyTrip Online,upi,INDB91319678,2026-07-10,72225.0,0.0,13.75,,False,0.0,10.0,2.0,25.75,6.0,19.75,REVIEW,"Amount mismatch. Date within tolerance (score: 13.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 25.75%, Second: 23.75% (margin: 2.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0120,INV-2026-0120,2026-07-15,39262.5,Zomato India Ltd,netbanking,ICICI28957550,2026-07-17,1108.75,0.0,18.75,,False,0.0,10.0,2.0,30.75,0.0,30.75,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 30.75%, below the 80% auto-match threshold.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0121,INV-2026-0121,2026-07-16,128625.0,Flipkart Online,card,ICICI28957550,2026-07-17,1108.75,0.0,22.5,,False,0.0,6.0,2.0,30.5,4.0,26.5,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type partially compatible (score: 6.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 30.50%, Second: 27.50% (margin: 3.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0122,INV-2026-0122,2026-07-16,5898.0,MakeMyTrip India Pvt Ltd,upi,INDB43263910,2026-07-19,1162.5,0.0,22.5,,False,0.0,3.0,2.0,27.5,4.0,23.5,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 27.50%, Second: 24.50% (margin: 3.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
