recon_id,entity_id,type,created_date,settled_date,settlement_id,payment_id,order_id,order_receipt,method,payment_region,card_network,card_type,amount,fee,tax,fx_charge,debit,credit,settlement_utr,description,notes,settled
REC00091,pay_202600000091,payment,2026-07-07,2026-07-09,setl_0018,pay_202600000091,order_INV-2026-0087,INV-2026-0087,netbanking,domestic,,,7106.40,142.13,25.58,0.00,0.00,6938.69,RZP20260618AXIS6271,Payment received - Nykaa Retail,ledger_ref=INV-2026-0087;part=1/1,true
REC00092,pay_202600000092,payment,2026-07-07,2026-07-09,setl_0018,pay_202600000092,order_INV-2026-0088,INV-2026-0088,card,domestic,American Express,credit,21987.00,659.61,118.73,0.00,0.00,21208.66,RZP20260618AXIS6271,Payment received - Zepto Marketplace,ledger_ref=INV-2026-0088;part=1/1,true
REC00093,pay_202600000093,payment,2026-07-07,2026-07-09,setl_0018,pay_202600000093,order_INV-2026-0089,INV-2026-0089,netbanking,domestic,,,47850.00,957.00,172.26,0.00,0.00,46720.74,RZP20260618AXIS6271,Payment received - CRED Financial,ledger_ref=INV-2026-0089;part=1/1,true
REC00094,pay_202600000094,payment,2026-07-07,2026-07-09,setl_0018,pay_202600000094,order_INV-2026-0090,INV-2026-0090,upi,domestic,,,1834.20,36.68,6.60,0.00,0.00,1790.92,RZP20260618AXIS6271,Payment received - Boat Lifestyle,ledger_ref=INV-2026-0090;part=1/1,true
REC00095,pay_202600000095,payment,2026-07-08,2026-07-10,setl_0019,pay_202600000095,order_INV-2026-0091,INV-2026-0091,emi,domestic,Visa,credit,9146.00,274.38,49.39,0.00,0.00,8822.23,RZP20260619KKBK9821,Payment received - Firstcry India,ledger_ref=INV-2026-0091;part=1/1,true
REC00096,pay_202600000096,payment,2026-07-08,2026-07-10,setl_0019,pay_202600000096,order_INV-2026-0092,INV-2026-0092,upi,domestic,,,21982.50,439.65,79.14,0.00,0.00,21463.71,RZP20260619KKBK9821,Payment received - PhonePe Internet Pvt Ltd,ledger_ref=INV-2026-0092;part=1/1,true
REC00097,pay_202600000097,payment,2026-07-08,2026-07-10,setl_0019,pay_202600000097,order_INV-2026-0093,INV-2026-0093,upi,domestic,,,52250.00,1045.00,188.10,0.00,0.00,51016.90,RZP20260619KKBK9821,Payment received - Acko Tech,ledger_ref=INV-2026-0093;part=1/1,true
REC00098,pay_202600000098,payment,2026-07-08,2026-07-10,setl_0019,pay_202600000098,order_INV-2026-0094,INV-2026-0094,card,domestic,Visa,credit,2178.00,43.56,7.84,0.00,0.00,2126.60,RZP20260619KKBK9821,Payment received - IKEA India Online,ledger_ref=INV-2026-0094;part=1/1,true
REC00099,pay_202600000099,payment,2026-07-08,2026-07-10,setl_0019,pay_202600000099,order_INV-2026-0095,INV-2026-0095,upi,domestic,,,9476.00,189.52,34.11,0.00,0.00,9252.37,RZP20260619KKBK9821,Payment received - Swiggy India,ledger_ref=INV-2026-0095;part=1/1,true
REC00100,pay_202600000100,payment,2026-07-10,2026-07-13,setl_0020,pay_202600000100,order_INV-2026-0096,INV-2026-0096,card,domestic,Visa,credit,25632.00,512.64,92.28,0.00,0.00,25027.08,RZP20260620SBIN2018,Payment received - Urban Co Services,ledger_ref=INV-2026-0096;part=1/1,true
REC00101,pay_202600000101,payment,2026-07-10,2026-07-13,setl_0020,pay_202600000101,order_INV-2026-0097,INV-2026-0097,wallet,domestic,,,58500.00,1170.00,210.60,0.00,0.00,57119.40,RZP20260620SBIN2018,Payment received - Blinkit Retail,ledger_ref=INV-2026-0097;part=1/1,true
REC00102,pay_202600000102,payment,2026-07-10,2026-07-13,setl_0020,pay_202600000102,order_INV-2026-0098,INV-2026-0098,netbanking,domestic,,,2829.75,56.60,10.19,0.00,0.00,2762.96,RZP20260620SBIN2018,Payment received - BigBasket Online,ledger_ref=INV-2026-0098;part=1/1,true
REC00103,pay_202600000103,payment,2026-07-10,2026-07-13,setl_0020,pay_202600000103,order_INV-2026-0099,INV-2026-0099,upi,domestic,,,10804.50,216.09,38.90,0.00,0.00,10549.51,RZP20260620SBIN2018,Payment received - Meesho Technologies,ledger_ref=INV-2026-0099;part=1/1,true
REC00104,pay_202600000104,payment,2026-07-10,2026-07-13,setl_0020,pay_202600000104,order_INV-2026-0100,INV-2026-0100,upi,domestic,,,23575.00,471.50,84.87,0.00,0.00,23018.63,RZP20260620SBIN2018,Payment received - PolicyBazaar Insurance Web,ledger_ref=INV-2026-0100;part=1/1,true
REC00105,pay_202600000105,payment,2026-07-10,2026-07-14,setl_0021,pay_202600000105,order_INV-2026-0101,INV-2026-0101,card,domestic,Visa,credit,70005.00,1400.10,252.02,0.00,0.00,68352.88,RZP20260621AXIS3921,Payment received - Freshworks Technologies,ledger_ref=INV-2026-0101;part=1/1,true
REC00106,pay_202600000106,payment,2026-07-10,2026-07-14,setl_0021,pay_202600000106,order_INV-2026-0102,INV-2026-0102,wallet,domestic,,,3088.00,61.76,11.12,0.00,0.00,3015.12,RZP20260621AXIS3921,Payment received - PharmEasy,ledger_ref=INV-2026-0102;part=1/1,true
REC00107,pay_202600000107,payment,2026-07-10,2026-07-14,setl_0021,pay_202600000107,order_INV-2026-0103,INV-2026-0103,netbanking,domestic,,,11304.50,226.09,40.70,0.00,0.00,11037.71,RZP20260621AXIS3921,Payment received - Zomato Pvt Ltd,ledger_ref=INV-2026-0103;part=1/1,true
REC00108,pay_202600000108,payment,2026-07-10,2026-07-14,setl_0021,pay_202600000108,order_INV-2026-0104,INV-2026-0104,netbanking,domestic,,,27582.50,551.65,99.30,0.00,0.00,26931.55,RZP20260621AXIS3921,Payment received - Nykaa Retail,ledger_ref=INV-2026-0104;part=1/1,true
REC00109,pay_202600000109,payment,2026-07-10,2026-07-14,setl_0021,pay_202600000109,order_INV-2026-0105,INV-2026-0105,card,domestic,Visa,credit,70350.00,1407.00,253.26,0.00,0.00,68689.74,RZP20260621AXIS3921,Payment received - M M T India,ledger_ref=INV-2026-0105;part=1/1,true
REC00110,pay_202600000110,payment,2026-07-13,2026-07-15,setl_0022,pay_202600000110,order_INV-2026-0106,INV-2026-0106,wallet,domestic,,,3648.75,72.98,13.14,0.00,0.00,3562.63,RZP20260622ICICI8090,Payment received - CRED Technologies,ledger_ref=INV-2026-0106;part=1/1,true
REC00111,pay_202600000111,payment,2026-07-13,2026-07-15,setl_0022,pay_202600000111,order_INV-2026-0107,INV-2026-0107,wallet,domestic,,,13162.50,263.25,47.39,0.00,0.00,12851.86,RZP20260622ICICI8090,Payment received - Cult Fit Fitness,ledger_ref=INV-2026-0107;part=1/1,true
REC00112,pay_202600000112,payment,2026-07-13,2026-07-15,setl_0022,pay_202600000112,order_INV-2026-0108,INV-2026-0108,card,domestic,Visa,credit,31050.00,621.00,111.78,0.00,0.00,30317.22,RZP20260622ICICI8090,Payment received - FirstCry Retail,ledger_ref=INV-2026-0108;part=1/1,true
REC00113,pay_202600000113,payment,2026-07-13,2026-07-15,setl_0022,pay_202600000113,order_INV-2026-0109,INV-2026-0109,upi,domestic,,,84720.00,1694.40,304.99,0.00,0.00,82720.61,RZP20260622ICICI8090,Payment received - Groww Financial,ledger_ref=INV-2026-0109;part=1/1,true
REC00114,pay_202600000114,payment,2026-07-13,2026-07-15,setl_0022,pay_202600000114,order_INV-2026-0110,INV-2026-0110,card,domestic,American Express,credit,4065.60,121.97,21.95,0.00,0.00,3921.68,RZP20260622ICICI8090,Payment received - Acko General Insurance,ledger_ref=INV-2026-0110;part=1/1,true
REC00115,pay_202600000115,payment,2026-07-14,2026-07-16,setl_0023,pay_202600000115,order_INV-2026-0111,INV-2026-0111,upi,domestic,,,14779.80,295.60,53.21,0.00,0.00,14430.99,RZP20260623YESB8170,Payment received - Apollo HealthTech,ledger_ref=INV-2026-0111;part=1/1,true
REC00116,pay_202600000116,payment,2026-07-14,2026-07-16,setl_0023,pay_202600000116,order_INV-2026-0112,INV-2026-0112,card,international,Visa,credit,33442.50,1003.28,180.59,60.20,0.00,32198.43,RZP20260623YESB8170,Payment received - Swiggy Foods Pvt Ltd,ledger_ref=INV-2026-0112;part=1/1,true
REC00117,pay_202600000117,payment,2026-07-14,2026-07-16,setl_0023,pay_202600000117,order_INV-2026-0113,INV-2026-0113,upi,domestic,,,89640.00,1792.80,322.70,0.00,0.00,87524.50,RZP20260623YESB8170,Payment received - Urban Company,ledger_ref=INV-2026-0113;part=1/1,true
REC00118,pay_202600000118,payment,2026-07-14,2026-07-16,setl_0023,pay_202600000118,order_INV-2026-0114,INV-2026-0114,card,domestic,Visa,credit,4968.00,99.36,17.88,0.00,0.00,4850.76,RZP20260623YESB8170,Payment received - Blink Commerce Pvt Ltd,ledger_ref=INV-2026-0114;part=1/1,true
REC00119,pay_202600000119,payment,2026-07-14,2026-07-16,setl_0023,pay_202600000119,order_INV-2026-0115,INV-2026-0115,upi,domestic,,,15555.00,311.10,56.00,0.00,0.00,15187.90,RZP20260623YESB8170,Payment received - Tata Unistore,ledger_ref=INV-2026-0115;part=1/1,true
REC00120,pay_202600000120,payment,2026-07-15,2026-07-17,setl_0024,pay_202600000120,order_INV-2026-0116,INV-2026-0116,card,domestic,Visa,credit,33600.00,672.00,120.96,0.00,0.00,32807.04,RZP20260624AXIS4254,Payment received - Meesho Online Services,ledger_ref=INV-2026-0116;part=1/1,true
REC00121,pay_202600000121,payment,2026-07-15,2026-07-17,setl_0024,pay_202600000121,order_INV-2026-0117,INV-2026-0117,card,domestic,Visa,credit,98700.00,1974.00,355.32,0.00,0.00,96370.68,RZP20260624AXIS4254,Payment received - Pepperfry Online Services,ledger_ref=INV-2026-0117;part=1/1,true
REC00122,pay_202600000122,payment,2026-07-15,2026-07-17,setl_0024,pay_202600000122,order_INV-2026-0118,INV-2026-0118,upi,domestic,,,5649.00,112.98,20.34,0.00,0.00,5515.68,RZP20260624AXIS4254,Payment received - Freshworks,ledger_ref=INV-2026-0118;part=1/1,true
REC00123,pay_202600000123,payment,2026-07-15,2026-07-17,setl_0024,pay_202600000123,order_INV-2026-0119,INV-2026-0119,upi,domestic,,,11723.25,234.47,42.20,0.00,0.00,11446.58,RZP20260624AXIS4254,Payment received - EaseMyTrip Online,ledger_ref=INV-2026-0119;part=1/2,true
REC00124,pay_202600000124,payment,2026-07-15,2026-07-18,setl_0025,pay_202600000124,order_INV-2026-0119,INV-2026-0119,upi,domestic,,,5024.25,100.49,18.09,0.00,0.00,4905.67,RZP20260625AXIS4982,Payment received - EaseMyTrip Online,ledger_ref=INV-2026-0119;part=2/2,true
REC00125,pay_202600000125,payment,2026-07-15,2026-07-17,setl_0024,pay_202600000125,order_INV-2026-0120,INV-2026-0120,netbanking,domestic,,,39262.50,785.25,141.35,0.00,0.00,38335.90,RZP20260624AXIS4254,Payment received - Zomato India Ltd,ledger_ref=INV-2026-0120;part=1/1,true
REC00126,pay_202600000126,payment,2026-07-16,2026-07-18,setl_0025,pay_202600000126,order_INV-2026-0121,INV-2026-0121,card,domestic,American Express,credit,128625.00,3858.75,694.58,0.00,0.00,124071.67,RZP20260625AXIS4982,Payment received - Flipkart Online,ledger_ref=INV-2026-0121;part=1/1,true
REC00127,pay_202600000127,payment,2026-07-16,2026-07-18,setl_0025,pay_202600000127,order_INV-2026-0122,INV-2026-0122,upi,domestic,,,5898.00,117.96,21.23,0.00,0.00,5758.81,RZP20260625AXIS4982,Payment received - MMT India,ledger_ref=INV-2026-0122;part=1/1,true
REC00128,pay_202600000128,payment,2026-07-16,2026-07-18,setl_0025,pay_202600000128,order_INV-2026-0123,INV-2026-0123,wallet,domestic,,,17226.00,344.52,62.01,0.00,0.00,16819.47,RZP20260625AXIS4982,Payment received - Decathlon Retail,ledger_ref=INV-2026-0123;part=1/1,true
REC00129,pay_202600000129,payment,2026-07-16,2026-07-18,setl_0025,pay_202600000129,order_INV-2026-0124,INV-2026-0124,upi,domestic,,,37840.00,756.80,136.22,0.00,0.00,36946.98,RZP20260625AXIS4982,Payment received - CultFit Health Pvt Ltd,ledger_ref=INV-2026-0124;part=1/1,true
REC00130,pay_202600000130,payment,2026-07-16,2026-07-18,setl_0025,pay_202600000130,order_INV-2026-0125,INV-2026-0125,card,domestic,Visa,credit,146850.00,2937.00,528.66,0.00,0.00,143384.34,RZP20260625AXIS4982,Payment received - Lenskart Retail,ledger_ref=INV-2026-0125;part=1/1,true
REC00131,pay_202600000131,payment,2026-07-17,2026-07-20,setl_0026,pay_202600000131,order_INV-2026-0126,INV-2026-0126,upi,domestic,,,6578.00,131.56,23.68,0.00,0.00,6422.76,RZP20260626KKBK3006,Payment received - Nykaa Retail,ledger_ref=INV-2026-0126;part=1/1,true
REC00132,pay_202600000132,payment,2026-07-17,2026-07-20,setl_0026,pay_202600000132,order_INV-2026-0127,INV-2026-0127,emi,domestic,Visa,credit,20416.50,612.50,110.25,0.00,0.00,19693.75,RZP20260626KKBK3006,Payment received - Furlenco Rentals,ledger_ref=INV-2026-0127;part=1/1,true
REC00133,pay_202600000133,payment,2026-07-17,2026-07-20,setl_0026,pay_202600000133,order_INV-2026-0128,INV-2026-0128,wallet,domestic,,,47475.00,949.50,170.91,0.00,0.00,46354.59,RZP20260626KKBK3006,Payment received - Apollo 24x7,ledger_ref=INV-2026-0128;part=1/1,true
REC00134,pay_202600000134,payment,2026-07-17,2026-07-20,setl_0026,pay_202600000134,order_INV-2026-0129,INV-2026-0129,upi,domestic,,,1185.00,23.70,4.27,0.00,0.00,1157.03,RZP20260626KKBK3006,Payment received - Myntra India,ledger_ref=INV-2026-0129;part=1/1,true
REC00135,pay_202600000135,payment,2026-07-17,2026-07-20,setl_0026,pay_202600000135,order_INV-2026-0130,INV-2026-0130,card,domestic,Visa,credit,7473.60,149.47,26.90,0.00,0.00,7297.23,RZP20260626KKBK3006,Payment received - RazorpayX Services,ledger_ref=INV-2026-0130;part=1/1,true
REC00136,pay_202600000136,payment,2026-07-18,2026-07-21,setl_0027,pay_202600000136,order_INV-2026-0131,INV-2026-0131,netbanking,domestic,,,22386.00,447.72,80.59,0.00,0.00,21857.69,RZP20260627SBIN2194,Payment received - Zepto Commerce Pvt Ltd,ledger_ref=INV-2026-0131;part=1/1,true
REC00137,pay_202600000137,payment,2026-07-18,2026-07-21,setl_0027,pay_202600000137,order_INV-2026-0132,INV-2026-0132,upi,domestic,,,48350.00,967.00,174.06,0.00,0.00,47208.94,RZP20260627SBIN2194,Payment received - Tata Cliq Digital,ledger_ref=INV-2026-0132;part=1/1,true
REC00138,pay_202600000138,payment,2026-07-18,2026-07-21,setl_0027,pay_202600000138,order_INV-2026-0133,INV-2026-0133,netbanking,domestic,,,1756.80,35.14,6.33,0.00,0.00,1715.33,RZP20260627SBIN2194,Payment received - Boat Labs,ledger_ref=INV-2026-0133;part=1/1,true
REC00139,pay_202600000139,payment,2026-07-18,2026-07-21,setl_0027,pay_202600000139,order_INV-2026-0134,INV-2026-0134,upi,domestic,,,8780.50,175.61,31.61,0.00,0.00,8573.28,RZP20260627SBIN2194,Payment received - Pepperfry Home,ledger_ref=INV-2026-0134;part=1/1,true
REC00140,pay_202600000140,payment,2026-07-18,2026-07-21,setl_0027,pay_202600000140,order_INV-2026-0135,INV-2026-0135,upi,domestic,,,23805.00,476.10,85.70,0.00,0.00,23243.20,RZP20260627SBIN2194,Payment received - PhonePe Commerce,ledger_ref=INV-2026-0135;part=1/1,true
REC00141,pay_202600000141,payment,2026-07-20,2026-07-22,setl_0028,pay_202600000141,order_INV-2026-0136,INV-2026-0136,wallet,domestic,,,53845.00,1076.90,193.84,0.00,0.00,52574.26,RZP20260628ICICI5763,Payment received - EaseMyTrip Travel,ledger_ref=INV-2026-0136;part=1/1,true
REC00142,pay_202600000142,payment,2026-07-20,2026-07-22,setl_0028,pay_202600000142,order_INV-2026-0137,INV-2026-0137,card,international,Visa,credit,2423.25,72.70,13.09,7.51,0.00,2329.95,RZP20260628ICICI5763,Payment received - IKEA Retail India,ledger_ref=INV-2026-0137;part=1/1,true
REC00143,pay_202600000143,payment,2026-07-20,2026-07-22,setl_0028,pay_202600000143,order_INV-2026-0138,INV-2026-0138,wallet,domestic,,,8758.40,175.17,31.53,0.00,0.00,8551.70,RZP20260628ICICI5763,Payment received - Flipkart Online,ledger_ref=INV-2026-0138;part=1/1,true
REC00144,pay_202600000144,payment,2026-07-20,2026-07-22,setl_0028,pay_202600000144,order_INV-2026-0139,INV-2026-0139,netbanking,domestic,,,25512.00,510.24,91.84,0.00,0.00,24909.92,RZP20260628ICICI5763,Payment received - BookMyShow Pvt Ltd,ledger_ref=INV-2026-0139;part=1/1,true
REC00145,pay_202600000145,payment,2026-07-20,2026-07-22,setl_0028,pay_202600000145,order_INV-2026-0140,INV-2026-0140,wallet,domestic,,,56580.00,1131.60,203.69,0.00,0.00,55244.71,RZP20260628ICICI5763,Payment received - Decathlon Sports India,ledger_ref=INV-2026-0140;part=1/1,true
REC00146,pay_202600000146,payment,2026-07-21,2026-07-23,setl_0029,pay_202600000146,order_INV-2026-0141,INV-2026-0141,upi,domestic,,,1507.28,30.15,5.43,0.00,0.00,1471.70,RZP20260629KKBK8443,Payment received - Big Basket India,ledger_ref=INV-2026-0141;part=1/2,true
REC00147,pay_202600000147,payment,2026-07-21,2026-07-22,setl_0028,pay_202600000147,order_INV-2026-0141,INV-2026-0141,upi,domestic,,,1091.47,21.83,3.93,0.00,0.00,1065.71,RZP20260628ICICI5763,Payment received - Big Basket India,ledger_ref=INV-2026-0141;part=2/2,true
REC00148,pay_202600000148,payment,2026-07-21,2026-07-23,setl_0029,pay_202600000148,order_INV-2026-0142,INV-2026-0142,upi,domestic,,,10626.00,212.52,38.25,0.00,0.00,10375.23,RZP20260629KKBK8443,Payment received - Lenskart Solutions,ledger_ref=INV-2026-0142;part=1/1,true
REC00149,pay_202600000149,payment,2026-07-21,2026-07-23,setl_0029,pay_202600000149,order_INV-2026-0143,INV-2026-0143,card,domestic,American Express,credit,26575.00,797.25,143.51,0.00,0.00,25634.24,RZP20260629KKBK8443,Payment received - PB Fintech,ledger_ref=INV-2026-0143;part=1/1,true
REC00150,pay_202600000150,payment,2026-07-21,2026-07-23,setl_0029,pay_202600000150,order_INV-2026-0144,INV-2026-0144,card,domestic,Visa,credit,61165.00,1223.30,220.19,0.00,0.00,59721.51,RZP20260629KKBK8443,Payment received - Furlenco Furniture,ledger_ref=INV-2026-0144;part=1/1,true
REC00151,pay_202600000151,payment,2026-07-21,2026-07-23,setl_0029,pay_202600000151,order_INV-2026-0145,INV-2026-0145,netbanking,domestic,,,3168.00,63.36,11.40,0.00,0.00,3093.24,RZP20260629KKBK8443,Payment received - PharmEasy Labs,ledger_ref=INV-2026-0145;part=1/1,true
REC00152,pay_202600000152,payment,2026-07-22,2026-07-24,setl_0030,pay_202600000152,order_INV-2026-0146,INV-2026-0146,upi,domestic,,,11074.50,221.49,39.87,0.00,0.00,10813.14,RZP20260630HDFC4457,Payment received - Myntra Designs,ledger_ref=INV-2026-0146;part=1/1,false
REC00153,pay_202600000153,payment,2026-07-22,2026-07-24,setl_0030,pay_202600000153,order_INV-2026-0147,INV-2026-0147,card,domestic,Visa,credit,26262.50,525.25,94.55,0.00,0.00,25642.70,RZP20260630HDFC4457,Payment received - Nykaa Retail,ledger_ref=INV-2026-0147;part=1/1,false
REC00154,pay_202600000154,payment,2026-07-22,2026-07-24,setl_0030,pay_202600000154,order_INV-2026-0148,INV-2026-0148,upi,domestic,,,73570.00,1471.40,264.85,0.00,0.00,71833.75,RZP20260630HDFC4457,Payment received - Zepto Marketplace,ledger_ref=INV-2026-0148;part=1/1,false
REC00155,pay_202600000155,payment,2026-07-22,2026-07-24,setl_0030,pay_202600000155,order_INV-2026-0149,INV-2026-0149,upi,domestic,,,4042.50,80.85,14.55,0.00,0.00,3947.10,RZP20260630HDFC4457,Payment received - CRED Financial,ledger_ref=INV-2026-0149;part=1/1,false
REC00156,pay_202600000156,payment,2026-07-22,2026-07-24,setl_0030,pay_202600000156,order_INV-2026-0150,INV-2026-0150,card,domestic,Visa,credit,12312.50,246.25,44.33,0.00,0.00,12021.92,RZP20260630HDFC4457,Payment received - Boat Lifestyle,ledger_ref=INV-2026-0150;part=1/1,false
REC00157,pay_202600000157,payment,2026-07-17,2026-07-20,setl_0026,pay_202600000157,order_INV-2026-0126,INV-2026-0126,upi,domestic,,,6578.00,131.56,23.68,0.00,0.00,6422.76,RZP20260626KKBK3006,Duplicate payment - Nykaa E-Retail Pvt Ltd,ledger_ref=INV-2026-0126;possible_duplicate=true,true
REC00158,rfnd_202620000001,refund,2026-06-17,2026-06-22,setl_0004,pay_202600000005,order_INV-2026-0005,INV-2026-0005,upi,domestic,,,2980.95,0.00,0.00,0.00,2980.95,0.00,RZP20260604SBIN8779,Refund for INV-2026-0005,payment_id=pay_202600000005;refund_window=4bd,true
REC00159,rfnd_202620000002,refund,2026-06-19,2026-06-25,setl_0007,pay_202600000020,order_INV-2026-0019,INV-2026-0019,emi,domestic,Visa,credit,34720.00,0.00,0.00,0.00,34720.00,0.00,RZP20260607SBIN8206,Refund for INV-2026-0019,payment_id=pay_202600000020;refund_window=5bd,true
REC00160,rfnd_202620000003,refund,2026-06-22,2026-06-24,setl_0006,pay_202600000029,order_INV-2026-0028,INV-2026-0028,upi,domestic,,,2641.32,0.00,0.00,0.00,2641.32,0.00,RZP20260606HDFC7308,Refund for INV-2026-0028,payment_id=pay_202600000029;refund_window=2bd,true
REC00161,rfnd_202620000004,refund,2026-06-29,2026-07-06,setl_0015,pay_202600000055,order_INV-2026-0053,INV-2026-0053,netbanking,domestic,,,4660.80,0.00,0.00,0.00,4660.80,0.00,RZP20260615AXIS3112,Refund for INV-2026-0053,payment_id=pay_202600000055;refund_window=6bd,true
REC00162,rfnd_202620000005,refund,2026-07-02,2026-07-06,setl_0015,pay_202600000072,order_INV-2026-0069,INV-2026-0069,upi,domestic,,,12046.13,0.00,0.00,0.00,12046.13,0.00,RZP20260615AXIS3112,Refund for INV-2026-0069,payment_id=pay_202600000072;refund_window=3bd,true
REC00163,rfnd_202620000006,refund,2026-07-07,2026-07-13,setl_0020,pay_202600000092,order_INV-2026-0088,INV-2026-0088,card,domestic,American Express,credit,10993.50,0.00,0.00,0.00,10993.50,0.00,RZP20260620SBIN2018,Refund for INV-2026-0088,payment_id=pay_202600000092;refund_window=4bd,true
REC00164,rfnd_202620000007,refund,2026-07-10,2026-07-17,setl_0024,pay_202600000108,order_INV-2026-0104,INV-2026-0104,netbanking,domestic,,,16549.50,0.00,0.00,0.00,16549.50,0.00,RZP20260624AXIS4254,Refund for INV-2026-0104,payment_id=pay_202600000108;refund_window=5bd,true
REC00165,rfnd_202620000008,refund,2026-07-16,2026-07-18,setl_0025,pay_202600000126,order_INV-2026-0121,INV-2026-0121,card,domestic,American Express,credit,25725.00,0.00,0.00,0.00,25725.00,0.00,RZP20260625AXIS4982,Refund for INV-2026-0121,payment_id=pay_202600000126;refund_window=2bd,true
REC00166,rfnd_202620000009,refund,2026-07-18,2026-07-23,setl_0029,pay_202600000137,order_INV-2026-0132,INV-2026-0132,upi,domestic,,,16922.50,0.00,0.00,0.00,16922.50,0.00,RZP20260629KKBK8443,Refund for INV-2026-0132,payment_id=pay_202600000137;refund_window=4bd,true
REC00167,rfnd_202620000010,refund,2026-07-22,2026-07-23,setl_0029,pay_202600000152,order_INV-2026-0146,INV-2026-0146,upi,domestic,,,5537.25,0.00,0.00,0.00,5537.25,0.00,RZP20260629KKBK8443,Refund for INV-2026-0146,payment_id=pay_202600000152;refund_window=1bd,true
REC00168,adj_202630000001,adjustment,2026-06-20,2026-06-20,setl_0003,,,,,,,,1250.00,0.00,0.00,0.00,0.00,1250.00,RZP20260603SBIN5181,fee_correction,adjustment_type=credit,true
REC00169,adj_202630000002,adjustment,2026-07-04,2026-07-04,setl_0014,,,,,,,,980.00,0.00,0.00,0.00,980.00,0.00,RZP20260614AXIS1476,chargeback_adjustment,adjustment_type=debit,true
REC00170,adj_202630000003,adjustment,2026-07-14,2026-07-14,setl_0021,,,,,,,,2200.00,0.00,0.00,0.00,0.00,2200.00,RZP20260621AXIS3921,manual_adjustment,adjustment_type=credit,true
